name,transcription
3/20260223 164453.wav,नयाँ नोट सटही सुविधा दसैँमा मात्र हुन्छ
3/20260223 164503.wav,तपाईँको इमेल ठेगाना फारम प्रष्ट लेख्नुहोस्
3/20260223 164512.wav,यो योजना स्किम् सीमित अवधिको लागि मात्र हो
3/20260223 164517.wav,संयुक्त खाता जोइन्ट अकाउन्टमा दुवैको फोटो चाहिन्छ
3/20260223 164525.wav,तपाईँको पेन्सन पट्टा बनिसक्यो
3/20260223 164532.wav,कृपया आफ्नो पिनकोड कसैलाई नभन्नुहोला
3/20260223 171048.wav,इलेक्ट्रोनिक चेक जम्मा गर्ने मसिन बाहिर छ
3/20260223 171116.wav,तपाईँको खाता निष्क्रिय टर्मेन्ट भएको छ
3/20260223 171122.wav,शैक्षिक कर्जाको लागि कलेजको पत्र ल्याउनुहोस्
3/20260223 171153.wav,आज तीन बजेपछि नगद कारोबार हुँदैन
3/20260223 171213.wav,धन्यवाद तपाईँको दिन शुभ रहोस्
3/20260223 171246.wav,नमस्कार वर्ल्ड लिङ्क फायनेट एनटिसी सपोर्टमा स्वागत छ
3/20260223 171254.wav,हजुरको युजर नेम भन्नुहोस् त
3/20260223 171259.wav,राउटरको बत्ती कुन रङमा बलेको छ
3/20260223 171304.wav,तपाईँको इन्टरनेट प्याकेज सकिन लागेको छ
3/20260223 171311.wav,एकपटक राउटर बन्द गरेर फेरि खोल्नुहोस् त
3/20260223 171317.wav,अहिले तपाईँको एरियामा मर्मत मेन्टेनेन्स चलिरहेको छ
3/20260223 171335.wav,इन्टरनेटको तार चुडिएको छ भने प्राविधिक पठाउँछौ
3/20260223 171350.wav,फाइभ जी एक्टिभेट गर्न सेटिङ मिलाउनुपर्र्छ
3/20260223 171454.wav,तपाईँको वाइफाईको पासवर्ड परिवर्तन गरिदेऊ
3/20260223 171506.wav,अहिले अफरमा डबल स्पिड पाउनुहुन्छ
3/20260223 171515.wav,एफयुपी लागेर नेट स्लो भएको हो
3/20260223 171521.wav,अनलाइन पेमेन्ट गर्दा डिस्काउन्ट छ
3/20260223 171525.wav,तपाईँको गुनासो टिकट नम्बर एक दुई तीन चार हो
3/20260223 171532.wav,टिभीको सेटअप बक्स चलेन
3/20260223 171538.wav,फाइबर केबलमा रातो पत्ती बलेको छ
3/20260223 171546.wav,हाम्रो मोबाइल एपबाट पनि समस्या रिपोर्ट गर्न मिल्छ
3/20260223 171553.wav,तपाईँको घरको लोकेसन गुगल म्यापमा पठाउनुहोस् न
3/20260223 171603.wav,चौबिस घण्टाभित्र तपाईँको समस्या समाधान हुनेछ
3/20260223 171610.wav,नयाँ जरान न्यू कनेक्सनको लागि नागरिकता चाहिन्छ
3/20260223 171616.wav,वाइफाईको सिग्नल कुन कोठामा कमजोर छ
3/20260223 171628.wav,डुवल ब्यान्ड राउटर राख्दा राम्रो हुन्छ
3/20260223 171634.wav,डेटा प्याक लिन स्टार वान फोर वान फाइभ डायल गर्नुहोस्
3/20260223 171649.wav,तपाईँको अकाउन्टको म्याद आज राति सकिन्छ
3/20260223 171655.wav,कृपया अपशब्द नबोली समस्या बताउनुहोस्
3/20260223 171707.wav,हाम्रो टेक्निसियन बाटोमा हुनुहुन्छ
3/20260223 171713.wav,इन्टरनेट स्पिड टेस्ट गरेर हेर्नुहोस् त
